,Latitude_2019,Longitude_2019,elev_2019,Latitude_2011,Longitude_2011,elev_2011,Latitude_2012, Longitude_2012, elev_2012,Latitude_2013,Longitude_2013,elev_2013,Latitude_2014,Longitude_2014,elev_2014,Latitude_2015,Longitude_2015,elev_2015,Latitude_2016,Longitude_2016,elev_2016,Latitude_2018,Longitude_2018,elev_2018
515,69.218435,310.368659,182.4962,69.223114,310.411555,373.7128,,,,69.233878,310.404707,464.7961,69.22735,310.408653,332.5727,69.223915,310.41061,341.706,69.223106,310.411687,349.906,69.217875,310.415179,348.923
519,69.218111,310.368755,185.4365,69.222813,310.411742,374.6622,,,,69.233653,310.404842,461.512,69.227075,310.408829,334.9747,69.223627,310.410797,342.3212,69.222811,310.411881,352.0248,69.21759,310.415356,346.2906
523,69.217787,310.368852,189.844,69.222512,310.41193,374.3494,,,,69.233429,310.404977,459.4454,69.226801,310.409006,338.1267,69.223338,310.410985,342.6335,69.222516,310.412074,350.1549,69.217305,310.415533,346.5391
527,69.217464,310.368949,194.2883,69.222211,310.412118,374.9195,,,,69.233205,310.405111,455.7018,69.226526,310.409181,338.8629,69.223049,310.411173,345.3071,69.22222,310.412268,347.3299,69.21702,310.41571,347.7273
531,69.21714,310.369046,199.521,69.22191,310.412307,375.2686,,,,69.23298,310.405245,450.9733,69.226251,310.409356,339.0263,69.222761,310.41136,347.0973,69.221925,310.412462,347.0582,69.216734,310.415888,347.5332
535,69.216817,310.369143,204.5752,69.221609,310.412495,375.225,,,,69.232755,310.40538,447.9772,69.225976,310.409533,341.4821,69.222472,310.411548,349.7773,69.221629,310.412656,350.0517,69.216449,310.416066,345.7337
539,69.216494,310.369241,209.7929,69.221308,310.412683,373.7387,,,,69.23253,310.405515,447.2707,69.225701,310.409708,344.0306,69.222184,310.411736,354.1663,69.221333,310.41285,351.2919,69.216164,310.416244,344.216
543,69.216171,310.369339,214.7184,69.221007,310.412872,373.546,,,,69.232305,310.405649,442.5424,69.225426,310.409883,344.1131,69.221895,310.411925,356.1465,69.221037,310.413044,350.0039,69.215879,310.416422,345.1986
547,69.215848,310.369437,218.9432,69.220706,310.413061,375.4484,,,,69.232079,310.405785,433.2181,69.22515,310.410059,341.4273,69.221607,310.412112,356.7152,69.220741,310.413239,350.2005,69.215594,310.416599,346.4359
551,69.215525,310.369536,220.7487,69.220405,310.41325,375.5915,,,,69.231854,310.40592,422.8098,69.224875,310.410236,338.2334,69.221318,310.412301,355.9542,69.220445,310.413434,350.0034,69.215308,310.416777,346.6205
555,69.215203,310.369635,222.0045,69.220103,310.41344,373.894,,,,69.231629,310.406056,414.9533,69.2246,310.410412,338.1278,69.22103,310.412489,355.7515,69.220148,310.413629,352.4146,69.215023,310.416955,349.1266
559,69.21488,310.369734,225.2936,69.219802,310.41363,371.7517,,,,69.231403,310.406191,409.0801,69.224325,310.410588,342.3026,69.220741,310.412678,354.8088,69.219852,310.413824,352.3458,69.214738,310.417132,350.5751
563,69.214558,310.369834,227.8286,69.219501,310.41382,371.2923,,,,69.231178,310.406327,405.104,69.22405,310.410765,347.1035,69.220453,310.412866,354.3733,69.219555,310.41402,349.9342,69.214452,310.41731,349.8362
567,69.214236,310.369935,231.8225,69.219199,310.41401,373.2751,,,,69.230952,310.406463,402.6683,69.223775,310.410942,346.8988,69.220165,310.413055,354.7085,69.218664,310.414609,345.2477,69.214167,310.417489,346.7993
571,69.213914,310.370036,234.9892,69.218897,310.414201,373.212,,,,69.230727,310.406599,400.2303,69.223499,310.411119,347.0845,69.219876,310.413244,352.1824,69.218365,310.414806,349.047,69.213882,310.417667,346.8052
575,69.213592,310.370138,236.6342,69.218596,310.414392,372.5158,,,,69.230502,310.406736,395.5168,69.223224,310.411296,348.7639,69.219587,310.413433,347.4033,69.218068,310.415003,345.9653,69.213596,310.417846,346.2891
579,69.21327,310.37024,237.1817,69.218294,310.414583,371.7424,,,,69.230276,310.406873,387.2677,69.222949,310.411474,349.9556,69.219299,310.413621,346.3142,69.21777,310.4152,341.6059,69.213311,310.418024,342.0796
583,69.212948,310.370343,238.2396,69.217992,310.414774,370.9117,,,,69.230051,310.407011,382.9041,69.222674,310.411651,351.8823,69.21901,310.41381,345.0966,69.217471,310.415397,340.5886,69.213025,310.418203,339.7365
587,69.212627,310.370447,239.1334,69.217689,310.414966,370.5645,,,,69.229825,310.407147,378.8325,69.222398,310.411827,354.5321,69.218721,310.413999,344.7273,69.217173,310.415594,341.1312,69.21274,310.418382,339.3712
591,69.212306,310.370551,238.5767,69.217387,310.415158,371.6666,,,,69.2296,310.407283,370.2321,69.222123,310.412004,354.2418,69.218144,310.414377,345.9052,69.216874,310.415792,339.508,69.212454,310.41856,338.6687
595,69.211984,310.370656,238.8633,69.217084,310.41535,370.773,,,,69.229374,310.40742,360.8418,69.221848,310.412182,354.6877,69.217855,310.414566,347.2533,69.216575,310.41599,338.3136,69.212169,310.418739,336.9594
599,69.211663,310.370762,238.3704,69.216782,310.415543,368.2221,,,,69.229148,310.407556,350.7957,69.221572,310.412357,355.7694,69.217567,310.414754,347.2652,69.216276,310.416188,341.4492,69.211883,310.418917,334.3699
603,69.211343,310.370868,235.0893,69.216479,310.415736,366.4234,,,,69.228922,310.407691,347.351,69.221296,310.412532,355.2652,69.217278,310.414943,346.3334,69.215976,310.416386,341.4303,69.211598,310.419095,332.2267
607,69.211022,310.370975,233.9984,69.216176,310.415929,366.7839,,,,69.228696,310.407826,346.1873,69.22102,310.412708,355.182,69.216989,310.415131,342.9277,69.215677,310.416585,337.5144,69.211312,310.419272,331.1344
611,69.210701,310.371082,236.3773,69.215873,310.416122,369.6589,,,,69.22847,310.40796,341.9898,69.220744,310.412884,356.9401,69.2167,310.41532,339.7696,69.215378,310.416784,335.3099,69.211026,310.41945,329.8528
615,69.210381,310.37119,237.5309,69.215569,310.416315,367.6795,,,,69.228243,310.408093,338.4223,69.220469,310.413059,358.4536,69.216411,310.415508,342.3023,69.215078,310.416983,335.6775,69.210741,310.419627,328.0755
619,69.210061,310.371299,241.0355,69.215266,310.416509,364.3755,,,,69.228017,310.408226,336.31,69.220193,310.413235,359.315,69.216122,310.415696,343.4865,69.214778,310.417181,337.8967,69.210455,310.419804,326.2326
623,69.209741,310.371409,241.5749,69.214962,310.416703,365.7737,,,,69.22779,310.408358,335.842,69.219917,310.41341,360.1538,69.215834,310.415884,342.6586,69.214478,310.41738,338.3536,69.210169,310.41998,325.5168
627,69.209422,310.371519,241.7437,69.214658,310.416897,368.6068,,,,69.227563,310.408492,338.0988,69.219641,310.413586,362.3905,69.215544,310.416072,339.1507,69.214178,310.41758,337.3278,69.209883,310.420156,324.6406
631,69.209102,310.371631,241.9044,69.214354,310.417092,369.1559,,,,69.227335,310.408627,339.735,69.219365,310.41376,363.2701,69.215255,310.41626,333.9464,69.213877,310.417778,337.3421,69.209597,310.420332,324.0014
635,69.208783,310.371743,241.0491,69.21405,310.417287,368.3416,,,,69.227108,310.408764,338.0588,69.219089,310.413935,358.8736,69.214966,310.416447,337.4472,69.213577,310.417979,336.9195,69.209311,310.420507,324.7662
639,69.208464,310.371856,239.4131,69.213745,310.417482,367.0029,,,,69.226881,310.408902,338.947,69.21826,310.414457,349.2968,69.214677,310.416635,342.1232,69.213276,310.418177,335.3427,69.209025,310.420683,324.5002
643,69.208145,310.371969,237.0388,69.213441,310.417678,366.34,,,,69.226654,310.409041,342.6537,69.217984,310.414632,346.4497,69.214388,310.416823,340.3188,69.212976,310.418376,331.5021,69.208739,310.420859,323.1229
647,69.207826,310.372083,237.7433,69.213136,310.417873,367.5845,,,,69.226427,310.409179,346.3685,69.217707,310.414805,346.3597,69.214099,310.41701,339.0435,69.212675,310.418574,330.5533,69.208453,310.421034,322.4187
651,69.207508,310.372198,239.3243,69.212831,310.418069,365.0983,,,,69.226199,310.409318,348.6262,69.217432,310.414979,347.5925,69.213809,310.417198,338.0648,69.212373,310.418773,330.6995,69.208167,310.42121,321.8635
655,69.20719,310.372313,242.1716,69.212525,310.418265,361.3942,,,,69.225971,310.409456,350.9229,69.217155,310.415151,345.4476,69.21352,310.417385,334.7474,69.212072,310.41897,326.5237,69.207881,310.421385,321.5202
659,69.206872,310.372429,244.5571,69.21222,310.41846,361.1535,,,,69.225742,310.409592,352.5081,69.216878,310.415326,341.7459,69.213231,310.417571,331.9033,69.21177,310.419169,321.1394,69.207595,310.421561,319.9632
663,69.206554,310.372545,244.9009,69.211914,310.418656,361.522,,,,69.225514,310.409728,350.6059,69.216602,310.415498,340.7141,69.212941,310.417759,332.6251,69.211469,310.419365,320.5238,69.207309,310.421736,316.068
667,69.206236,310.372661,247.042,69.211608,310.418852,358.2586,,,,69.225286,310.409863,346.0182,69.216325,310.415671,342.5598,69.212652,310.417945,330.4282,69.211167,310.419562,319.0231,69.207023,310.421912,313.1333
671,69.205919,310.372779,249.7252,69.211302,310.419048,356.7181,,,,69.225057,310.409997,344.8369,69.216048,310.415844,343.0268,69.212362,310.418131,327.3448,69.210865,310.419758,318.4444,69.206737,310.422086,311.9942
674,69.205602,310.372896,248.0186,69.210995,310.419245,355.0105,,,,69.224828,310.41013,345.6364,69.215772,310.416017,341.5304,69.212073,310.418318,326.2808,69.210562,310.419952,318.8008,69.20645,310.422262,310.1969
678,69.205285,310.373014,244.8573,69.210689,310.419441,353.0782,,,,69.224599,310.410263,344.5137,69.215495,310.416192,339.9759,69.211783,310.418504,325.5575,69.21026,310.420147,317.6958,69.206164,310.422438,307.1242
682,69.204968,310.373133,241.0106,69.210382,310.419638,352.0652,,,,69.22437,310.410396,345.3335,69.215219,310.416367,340.1957,69.211493,310.41869,324.3814,69.209957,310.42034,315.3673,69.205878,310.422613,304.3776
686,69.204652,310.373251,236.6877,69.210075,310.419835,350.2755,,,,69.22414,310.410529,347.8718,69.214942,310.416541,339.911,69.211204,310.418875,324.4858,69.209654,310.420533,313.2905,69.205592,310.422789,301.9446
690,69.204336,310.373371,236.4651,69.209768,310.420032,349.3032,,,,69.223911,310.410662,350.8158,69.214666,310.416717,340.2913,69.210914,310.419059,324.5192,69.209351,310.420725,312.922,69.205306,310.422964,298.5156
694,69.20402,310.37349,237.0412,69.20946,310.420229,347.076,,,,69.223681,310.410796,353.5313,69.214389,310.416891,341.161,69.210624,310.419244,322.9747,69.209047,310.420915,312.3573,69.20502,310.423138,295.7895
698,69.203704,310.37361,235.2662,69.209153,310.420427,345.2647,,,,69.223452,310.41093,354.1632,69.214112,310.417066,340.0545,69.210334,310.419429,321.532,69.208744,310.421106,310.1685,69.204733,310.423312,293.8009
702,69.203389,310.373731,234.8115,69.208845,310.420625,345.9248,,,,69.223222,310.411064,352.9837,69.213835,310.417241,338.1669,69.210044,310.419613,319.1559,69.20844,310.421295,309.4536,69.204447,310.423487,290.0656
706,69.203073,310.373852,233.4185,69.208537,310.420822,346.1118,,,,69.222993,310.411197,354.2162,69.213559,310.417416,336.0239,69.209754,310.419797,316.66,69.208136,310.421484,310.3052,69.204161,310.423661,287.6296
710,69.202759,310.373973,232.7772,69.208229,310.42102,345.9049,,,,69.222764,310.411329,357.0495,69.213282,310.417591,334.5084,69.209464,310.41998,315.5178,69.207832,310.421672,310.1306,69.203874,310.423835,286.9871
714,69.202444,310.374094,233.1152,69.207921,310.421219,345.2563,,,,69.222534,310.411461,357.7848,69.213005,310.417766,333.9223,69.209173,310.420164,316.0645,69.207528,310.421858,304.5319,69.203588,310.424009,286.9729
718,69.20213,310.374216,232.216,69.207612,310.421417,344.1733,,,,69.222305,310.411593,357.7982,69.212729,310.417941,334.2814,69.208883,310.420346,316.6552,69.207224,310.422046,301.4134,69.203302,310.424184,287.031
722,69.201816,310.374338,230.1373,69.207303,310.421616,343.6961,,,,69.222075,310.411724,357.5823,69.212451,310.418116,334.8882,69.208593,310.420529,314.4811,69.20692,310.422232,302.3195,69.203016,310.424358,287.6014
726,69.201503,310.374459,228.695,69.206995,310.421814,342.794,,,,69.221846,310.411856,358.708,69.212175,310.41829,333.1755,69.208302,310.420711,311.018,69.206616,310.422418,299.5813,69.202729,310.424533,286.9431
730,69.20119,310.374581,226.2479,69.206686,310.422013,339.6209,,,,69.221616,310.411986,359.0823,69.211898,310.418464,328.9416,69.208012,310.420893,310.1838,69.206312,310.422604,291.4166,69.202443,310.424708,284.578
734,69.200877,310.374702,224.0651,69.206376,310.422212,335.463,,,,69.221387,310.412115,358.3461,69.211621,310.418639,328.4478,69.207721,310.421074,309.9656,69.206007,310.42279,284.6836,69.202157,310.424883,286.1317
738,69.200565,310.374823,222.845,69.206067,310.422411,330.7352,,,,69.221158,310.412243,358.0144,69.211344,310.418813,329.7981,69.207431,310.421256,308.7962,69.205703,310.422975,284.979,69.201871,310.425058,291.2336
742,69.200253,310.374944,222.1265,69.205757,310.42261,327.4952,,,,69.220928,310.412369,356.5466,69.211067,310.418987,329.836,69.20714,310.421437,307.5811,69.205398,310.423161,285.8853,69.201584,310.425232,295.6981
746,69.199942,310.375064,222.3336,69.205447,310.422809,324.9398,,,,69.220699,310.412493,359.1059,69.21079,310.419161,327.8647,69.206849,310.421618,305.7913,69.205094,310.423347,281.9559,69.201298,310.425406,300.7606
750,69.199631,310.375183,221.4292,69.205137,310.423008,322.4978,,,,69.22047,310.412616,359.6303,69.210513,310.419335,325.553,69.206558,310.421799,302.2123,69.20479,310.423533,278.0622,69.201012,310.42558,305.5815
754,69.19932,310.375302,220.2703,69.204827,310.423207,320.1244,,,,69.220241,310.412738,359.7054,69.210236,310.419507,325.7915,69.206267,310.42198,298.4388,69.204485,310.423718,276.1169,69.200726,310.425755,309.2707
758,69.19901,310.375421,217.7455,69.204517,310.423406,318.252,,,,69.220012,310.412858,361.6577,69.209958,310.41968,324.6814,69.205976,310.42216,294.969,69.20418,310.423904,273.5788,69.20044,310.425929,312.3325
762,69.1987,310.375539,215.0248,69.204206,310.423605,314.9026,,,,69.219783,310.412977,360.9354,69.209681,310.419852,323.4208,69.205685,310.42234,289.121,69.203876,310.42409,271.6112,69.200153,310.426103,316.3519
766,69.19839,310.375657,213.3556,69.203896,310.423804,312.262,,,,69.219554,310.413096,357.9465,69.209404,310.420024,323.5975,69.205394,310.42252,281.2439,69.203571,310.424276,270.3749,69.199867,310.426277,319.6489
770,69.198081,310.375774,211.2959,69.203585,310.424003,313.2792,,,,69.219325,310.413216,355.5004,69.209126,310.420196,321.7207,69.205103,310.4227,277.5354,69.203267,310.424462,268.5178,69.199581,310.426452,321.1149
,,,,69.203274,310.424202,312.6559,,,,69.218641,310.413573,351.1123,69.208849,310.420366,318.9804,69.204811,310.42288,276.9771,69.202962,310.424647,268.0294,69.199295,310.426626,320.9963
,,,,69.202962,310.424401,311.1968,,,,69.218414,310.413694,351.4743,69.208572,310.420537,317.9299,69.20452,310.42306,273.8511,69.202657,310.424832,269.7608,69.199009,310.4268,322.9061
,,,,69.202651,310.4246,310.2768,,,,69.218187,310.413813,351.5279,69.208294,310.420707,317.6932,69.204229,310.423239,272.1355,69.202352,310.425017,269.4514,69.198723,310.426974,323.1856
,,,,69.202339,310.424799,312.9797,,,,69.21796,310.413933,348.8558,69.208017,310.420877,315.6644,69.203937,310.423417,270.751,69.202047,310.425202,269.5212,69.198437,310.427149,321.9103
,,,,69.202027,310.424999,315.4491,,,,69.217733,310.414054,346.2286,69.207739,310.421047,313.485,69.203645,310.423597,266.6882,69.201742,310.425386,272.7557,69.19815,310.427322,326.3202
,,,,69.201715,310.425198,317.4664,,,,69.217507,310.414174,345.7027,69.207461,310.421215,313.7672,69.203353,310.423776,264.6858,69.201437,310.425571,281.3768,,,
,,,,69.201403,310.425397,322.1237,,,,69.21728,310.414294,345.9132,69.207184,310.421386,313.8204,69.203062,310.423955,266.7377,69.201132,310.425754,287.0454,,,
,,,,69.201091,310.425596,327.2161,,,,69.217054,310.414412,343.3779,69.206906,310.421556,311.6755,69.20277,310.424134,270.3259,69.200827,310.425938,290.7366,,,
,,,,69.200778,310.425795,331.6478,,,,69.216828,310.414529,341.9065,69.206628,310.421725,308.2767,69.202478,310.424313,274.2183,69.200521,310.426121,298.0454,,,
,,,,69.200465,310.425994,335.9914,,,,69.216601,310.414644,343.7974,69.206349,310.421894,301.9535,69.202186,310.424493,276.295,69.200216,310.426304,303.2005,,,
,,,,69.200152,310.426193,342.1276,,,,69.216375,310.414758,345.577,69.206071,310.422061,296.6707,69.201894,310.424672,275.8405,69.199911,310.426486,307.0171,,,
,,,,69.199839,310.426392,347.6805,,,,69.216149,310.414871,345.9283,69.205793,310.42223,294.5639,69.201602,310.424851,276.4773,69.199605,310.426668,312.2666,,,
,,,,69.199526,310.426591,349.9773,,,,69.215924,310.414984,345.0071,69.205515,310.422397,291.4588,69.201309,310.42503,281.689,69.1993,310.426849,313.8725,,,
,,,,69.199213,310.42679,350.3277,,,,69.215698,310.415098,343.9449,69.205237,310.422565,287.3421,69.201017,310.425209,288.0372,69.198994,310.427031,310.6654,,,
,,,,69.198899,310.426989,352.3009,,,,69.215472,310.415211,343.9345,69.204958,310.422732,281.7409,69.200725,310.425388,293.0989,69.198688,310.427212,312.5292,,,
,,,,69.198586,310.427188,354.3858,,,,69.215247,310.415326,345.1097,69.204679,310.4229,278.3619,69.200432,310.425567,298.7364,69.198383,310.427392,316.6396,,,
,,,,69.198272,310.427387,354.6933,,,,69.215022,310.415441,348.6499,69.204401,310.423066,276.3837,69.20014,310.425746,304.3469,69.198077,310.427572,306.1051,,,
,,,,,,,,,,69.214798,310.415557,350.3582,69.204122,310.423231,274.7817,69.199847,310.425926,307.1028,,,,,,
,,,,,,,,,,69.214573,310.415673,348.6933,69.203843,310.423399,276.1133,69.199554,310.426105,308.4159,,,,,,
,,,,,,,,,,69.214349,310.415789,346.4155,69.203564,310.423566,278.0005,69.199262,310.426284,310.7056,,,,,,
,,,,,,,,,,69.214125,310.415904,342.734,69.203286,310.423732,278.0621,69.198969,310.426464,311.7789,,,,,,
,,,,,,,,,,69.213901,310.41602,340.2575,69.203006,310.423898,279.1263,69.198676,310.426644,310.0755,,,,,,
,,,,,,,,,,69.213678,310.416135,339.3255,69.202728,310.424064,280.1691,69.198382,310.426823,310.5332,,,,,,
,,,,,,,,,,69.213454,310.416251,340.5941,69.202448,310.42423,282.5081,69.19809,310.427002,310.2465,,,,,,
,,,,,,,,,,69.213231,310.416367,342.4734,69.202169,310.424396,285.5093,,,,,,,,,
,,,,,,,,,,69.213009,310.416483,342.1588,69.20189,310.424562,286.6256,,,,,,,,,
,,,,,,,,,,69.212786,310.416601,339.0299,69.201611,310.424726,288.2122,,,,,,,,,
,,,,,,,,,,69.212564,310.416719,335.5634,69.201332,310.424892,289.3747,,,,,,,,,
,,,,,,,,,,69.212343,310.416839,335.6337,69.201052,310.425056,291.2904,,,,,,,,,
,,,,,,,,,,69.212122,310.416961,336.5016,69.200773,310.42522,294.2113,,,,,,,,,
,,,,,,,,,,69.2119,310.417084,336.6989,69.200493,310.425384,301.5172,,,,,,,,,
,,,,,,,,,,69.21168,310.417208,335.715,69.200214,310.425546,308.3778,,,,,,,,,
,,,,,,,,,,69.211459,310.417331,334.2905,69.199934,310.42571,309.7154,,,,,,,,,
,,,,,,,,,,69.211238,310.417455,333.5759,69.199655,310.425874,311.3553,,,,,,,,,
,,,,,,,,,,69.211018,310.417579,332.4086,69.199375,310.426037,311.5689,,,,,,,,,
,,,,,,,,,,69.210798,310.417704,331.6872,69.199096,310.4262,311.7643,,,,,,,,,
,,,,,,,,,,69.210578,310.417829,330.9114,69.198816,310.426364,309.9077,,,,,,,,,
,,,,,,,,,,69.210359,310.417957,329.1542,69.198536,310.426527,307.555,,,,,,,,,
,,,,,,,,,,69.21014,310.418086,326.574,69.198257,310.426692,308.208,,,,,,,,,
,,,,,,,,,,69.209921,310.418218,325.2867,,,,,,,,,,,,
,,,,,,,,,,69.209702,310.41835,324.816,,,,,,,,,,,,
,,,,,,,,,,69.209484,310.418486,324.4758,,,,,,,,,,,,
,,,,,,,,,,69.209266,310.418624,324.9915,,,,,,,,,,,,
,,,,,,,,,,69.209049,310.418764,325.3686,,,,,,,,,,,,
,,,,,,,,,,69.208832,310.418906,326.3245,,,,,,,,,,,,
,,,,,,,,,,69.208615,310.41905,326.5401,,,,,,,,,,,,
,,,,,,,,,,69.208399,310.419194,324.2204,,,,,,,,,,,,
,,,,,,,,,,69.208183,310.419339,320.38,,,,,,,,,,,,
,,,,,,,,,,69.207967,310.419486,318.663,,,,,,,,,,,,
,,,,,,,,,,69.207752,310.419635,319.1807,,,,,,,,,,,,
,,,,,,,,,,69.207536,310.419784,318.8428,,,,,,,,,,,,
,,,,,,,,,,69.207321,310.419934,316.5182,,,,,,,,,,,,
,,,,,,,,,,69.207106,310.420085,312.072,,,,,,,,,,,,
,,,,,,,,,,69.20689,310.420235,307.2744,,,,,,,,,,,,
,,,,,,,,,,69.206675,310.420388,305.9799,,,,,,,,,,,,
,,,,,,,,,,69.206459,310.42054,304.7625,,,,,,,,,,,,
,,,,,,,,,,69.206243,310.420692,299.0465,,,,,,,,,,,,
,,,,,,,,,,69.206027,310.420847,293.6168,,,,,,,,,,,,
,,,,,,,,,,69.205811,310.421003,291.2299,,,,,,,,,,,,
,,,,,,,,,,69.205595,310.421161,288.0574,,,,,,,,,,,,
,,,,,,,,,,69.20538,310.421321,284.1651,,,,,,,,,,,,
,,,,,,,,,,69.205163,310.421483,281.8641,,,,,,,,,,,,
,,,,,,,,,,69.204948,310.421646,281.5704,,,,,,,,,,,,
,,,,,,,,,,69.204731,310.421812,280.347,,,,,,,,,,,,
,,,,,,,,,,69.204515,310.421978,278.5839,,,,,,,,,,,,
,,,,,,,,,,69.204299,310.422146,277.9559,,,,,,,,,,,,
,,,,,,,,,,69.204083,310.422314,277.2364,,,,,,,,,,,,
,,,,,,,,,,69.203867,310.422485,276.0419,,,,,,,,,,,,
,,,,,,,,,,69.20365,310.422655,272.9525,,,,,,,,,,,,
,,,,,,,,,,69.203434,310.422826,275.1922,,,,,,,,,,,,
,,,,,,,,,,69.203217,310.422997,281.4139,,,,,,,,,,,,
,,,,,,,,,,69.203,310.423169,284.7798,,,,,,,,,,,,
,,,,,,,,,,69.202783,310.423342,281.735,,,,,,,,,,,,
,,,,,,,,,,69.202566,310.423514,278.424,,,,,,,,,,,,
,,,,,,,,,,69.202348,310.423687,283.4201,,,,,,,,,,,,
,,,,,,,,,,69.202131,310.42386,288.8133,,,,,,,,,,,,
,,,,,,,,,,69.201913,310.424034,287.2278,,,,,,,,,,,,
,,,,,,,,,,69.201696,310.424207,287.3414,,,,,,,,,,,,
,,,,,,,,,,69.201478,310.42438,293.0831,,,,,,,,,,,,
,,,,,,,,,,69.20126,310.424554,295.7709,,,,,,,,,,,,
,,,,,,,,,,69.201042,310.424728,297.4966,,,,,,,,,,,,
,,,,,,,,,,69.200606,310.425079,303.437,,,,,,,,,,,,
,,,,,,,,,,69.200388,310.425255,309.8671,,,,,,,,,,,,
,,,,,,,,,,69.200169,310.425431,316.5444,,,,,,,,,,,,
,,,,,,,,,,69.199951,310.425606,317.0249,,,,,,,,,,,,
,,,,,,,,,,69.199732,310.425781,317.1258,,,,,,,,,,,,
,,,,,,,,,,69.199513,310.425957,316.8603,,,,,,,,,,,,
,,,,,,,,,,69.199294,310.426131,315.2105,,,,,,,,,,,,
,,,,,,,,,,69.199074,310.426305,318.3516,,,,,,,,,,,,
,,,,,,,,,,69.198855,310.42648,321.7748,,,,,,,,,,,,
,,,,,,,,,,69.198635,310.426653,317.3212,,,,,,,,,,,,
